"Selitveno gibanje prebivalstva po: STATISTIÈNA REGIJA, LETO , MERITVE"

"SLOVENIJA"
" ";"1995"
" ";" ";"Selitveni prirast s tujino - Skupaj";42
" ";" ";"Selitveni prirast med statistiènimi regijami - Skupaj";-12
" ";"2011"
" ";" ";"Selitveni prirast s tujino - Skupaj";154
" ";" ";"Selitveni prirast med statistiènimi regijami - Skupaj";-241
" ";"2012"
" ";" ";"Selitveni prirast s tujino - Skupaj";-60
" ";" ";"Selitveni prirast med statistiènimi regijami - Skupaj";-406
" ";"2013"
" ";" ";"Selitveni prirast s tujino - Skupaj";1
" ";" ";"Selitveni prirast med statistiènimi regijami - Skupaj";-317
" ";"2014"
" ";" ";"Selitveni prirast s tujino - Skupaj";18
" ";" ";"Selitveni prirast med statistiènimi regijami - Skupaj";-347
" ";"2015"
" ";" ";"Selitveni prirast s tujino - Skupaj";31
" ";" ";"Selitveni prirast med statistiènimi regijami - Skupaj";38
" ";"2016"
" ";" ";"Selitveni prirast s tujino - Skupaj";19
" ";" ";"Selitveni prirast med statistiènimi regijami - Skupaj";-65
" ";"2017"
" ";" ";"Selitveni prirast s tujino - Skupaj";71
" ";" ";"Selitveni prirast med statistiènimi regijami - Skupaj";-80
"Osrednjeslovenska"
" ";"1995"
" ";" ";"Selitveni prirast s tujino - Skupaj";372
" ";" ";"Selitveni prirast med statistiènimi regijami - Skupaj";-98
" ";"1996"
" ";" ";"Selitveni prirast s tujino - Skupaj";168
" ";" ";"Selitveni prirast med statistiènimi regijami - Skupaj";-226
" ";"1997"
" ";" ";"Selitveni prirast s tujino - Skupaj";88
" ";" ";"Selitveni prirast med statistiènimi regijami - Skupaj";-176
" ";"1998"
" ";" ";"Selitveni prirast s tujino - Skupaj";-759
" ";" ";"Selitveni prirast med statistiènimi regijami - Skupaj";-172
" ";"1999"
" ";" ";"Selitveni prirast s tujino - Skupaj";774
" ";" ";"Selitveni prirast med statistiènimi regijami - Skupaj";-235
" ";"2000"
" ";" ";"Selitveni prirast s tujino - Skupaj";1046
" ";" ";"Selitveni prirast med statistiènimi regijami - Skupaj";-176
" ";"2001"
" ";" ";"Selitveni prirast s tujino - Skupaj";1281
